/*********************************************
 * OPL 22.1.1.0 Data
 * Author: frankp
 * Creation Date: May 13, 2023 at 9:51:04 PM
 *********************************************/

timeSlotDuration = 240;
maxDailyTime = 420;
maxSkill = 2;
minSkill = 1;
visitPercThreshold = 0.5;

numTimeSlots = 10;

numOperators = 7;
operatorSkill = [1,1,1,1,2,2,2];
operatorWage = [1,1,1,1,1.5,1.5,1.5];
operatorTime = [1800,1800,1800,1200,1800,1800,1200];
operatorAvailability = [
	[1,1,0,1,1,1,1,1,0,1],
	[1,1,1,1,1,1,0,0,1,1],
	[1,1,1,1,0,0,1,1,1,1],
	[0,0,0,0,1,1,1,1,1,1],
	[1,1,0,0,1,1,1,1,1,1],
	[0,0,1,1,1,1,1,1,1,1],
	[1,1,1,1,0,0,0,0,0,0]
];

numVisits = 3;
visitSkill = [1,1,2];
visitTime = [45,20,30];

numPatients = 20;

Requests = {
	<1, 8, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<2, 11, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<3, 5, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<4, 20, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<5, 11, 1, [1 1 1 1 1 1 1 1 1 1], 2>,
	<6, 11, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<7, 17, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<8, 18, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<9, 12, 1, [1 1 1 1 1 1 1 1 1 1], 1>,
	<10, 10, 2, [1 1 1 1 1 1 1 1 1 1], 1>,
	<11, 9, 2, [1 1 1 1 1 1 1 1 1 1], 1>,
	<12, 20, 1, [1 1 0 1 0 1 1 1 0 0], 1>,
	<13, 6, 3, [1 1 0 0 1 1 1 0 1 0], 1>,
	<14, 3, 3, [1 1 1 1 1 1 1 1 1 1], 2>,
	<15, 9, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<16, 13, 1, [1 1 1 1 1 1 1 0 1 0], 1>,
	<17, 12, 3, [1 1 1 1 1 1 1 1 1 1], 1>,
	<18, 13, 2, [1 1 1 1 1 1 1 1 1 1], 1>,
	<19, 3, 1, [1 1 1 1 1 1 0 1 1 1], 1>,
	<20, 18, 3, [1 1 1 0 1 1 1 1 1 0], 1>,
	<21, 1, 1, [1 1 1 0 0 1 1 1 0 1], 1>,
	<22, 14, 1, [0 1 1 1 0 1 1 0 0 1], 1>,
	<23, 20, 2, [1 1 0 0 1 1 1 1 1 1], 2>,
	<24, 5, 1, [1 1 1 1 1 1 1 1 1 1], 2>,
	<25, 11, 3, [0 1 1 0 1 1 1 0 1 1], 1>,
	<26, 2, 3, [1 1 1 0 1 1 1 1 1 1], 1>,
	<27, 3, 1, [1 1 1 1 0 1 1 0 1 1], 1>,
	<28, 18, 1, [1 1 1 1 1 1 1 1 1 0], 1>,
	<29, 16, 2, [0 0 0 0 1 1 1 1 0 1], 1>,
	<30, 7, 3, [0 1 1 1 1 0 1 1 1 0], 1>,
	<31, 4, 2, [0 0 1 1 1 1 0 1 0 0], 1>,
	<32, 11, 1, [0 1 0 0 0 1 1 1 1 0], 1>,
	<33, 18, 3, [1 0 0 1 0 1 0 1 1 1], 1>,
	<34, 9, 1, [1 1 1 1 1 1 0 0 0 1], 1>,
	<35, 14, 1, [1 0 1 0 1 0 1 1 1 1], 1>,
	<36, 1, 2, [0 1 1 1 1 1 1 1 1 0], 1>,
	<37, 10, 1, [1 0 1 1 1 1 1 0 1 0], 2>,
	<38, 13, 1, [1 1 0 1 1 0 1 1 1 1], 1>,
	<39, 8, 3, [0 0 1 1 1 1 1 1 1 1], 1>,
	<40, 20, 1, [1 0 1 0 1 0 1 0 1 1], 2>,
	<41, 11, 3, [0 1 1 1 1 1 1 0 1 0], 1>,
	<42, 15, 1, [1 0 0 0 1 1 1 0 1 0], 1>,
	<43, 13, 3, [1 1 0 1 1 0 1 1 0 1], 1>,
	<44, 14, 3, [0 1 1 0 1 0 0 1 1 1], 2>,
	<45, 13, 1, [1 1 0 1 1 0 0 1 1 0], 1>,
	<46, 4, 1, [0 0 1 0 1 1 0 1 0 0], 1>,
	<47, 20, 3, [0 1 0 1 0 0 0 1 1 1], 1>,
	<48, 3, 1, [0 0 1 1 0 1 1 1 1 0], 1>,
	<49, 9, 1, [1 0 0 1 1 0 0 1 1 1], 1>,
	<50, 7, 1, [1 0 1 1 1 1 1 0 0 0], 1>,
	<51, 8, 2, [0 1 0 1 0 1 1 0 0 1], 1>,
	<52, 10, 1, [1 1 0 0 0 1 1 1 1 0], 1>,
	<53, 10, 2, [0 0 1 1 0 0 1 1 1 0], 1>,
	<54, 8, 1, [0 0 0 1 0 0 1 0 0 1], 1>,
	<55, 19, 2, [1 0 0 0 0 1 1 0 0 1], 1>,
	<56, 8, 1, [1 1 1 1 1 1 0 0 0 0], 2>,
	<57, 9, 2, [1 1 0 1 0 1 0 1 1 0], 2>,
	<58, 16, 3, [1 0 0 0 0 1 1 0 0 0], 1>,
	<59, 7, 2, [1 1 1 0 0 1 0 1 1 0], 2>,
	<60, 15, 3, [0 0 1 1 1 1 0 0 1 0], 1>,
	<61, 1, 1, [0 0 0 1 0 0 1 1 1 1], 1>,
	<62, 2, 2, [1 1 0 0 1 0 1 1 0 1], 2>,
	<63, 3, 1, [1 1 0 0 1 1 1 1 1 0], 1>,
	<64, 7, 1, [1 0 1 0 0 0 1 1 1 1], 1>,
	<65, 15, 1, [0 1 0 0 1 0 1 0 0 1], 1>,
	<66, 11, 1, [1 0 0 1 0 1 0 1 1 0], 1>,
	<67, 7, 1, [0 0 0 1 1 0 0 0 0 1], 1>,
	<68, 9, 1, [0 0 0 0 1 1 0 0 0 1], 1>,
	<69, 1, 2, [1 0 1 1 1 0 0 0 1 0], 2>,
	<70, 11, 3, [0 0 0 1 0 0 0 0 1 0], 1>,
	<71, 13, 2, [0 0 0 1 0 0 0 1 1 0], 2>,
	<72, 7, 1, [0 0 1 0 1 0 0 1 0 1], 1>,
	<73, 20, 3, [0 0 0 0 1 0 0 0 1 0], 2>,
	<74, 9, 3, [1 0 1 0 0 1 1 0 0 0], 1>,
	<75, 20, 1, [1 1 1 0 1 1 1 0 0 0], 1>,
	<76, 7, 3, [0 0 1 0 1 1 1 1 0 1], 2>,
	<77, 11, 3, [0 0 0 0 1 0 0 0 0 0], 1>,
	<78, 1, 1, [0 0 0 0 0 0 1 0 0 0], 1>,
	<79, 16, 1, [0 0 1 1 0 0 0 1 0 0], 1>,
	<80, 10, 1, [0 0 0 1 1 1 0 0 0 0], 1>,
	<81, 10, 3, [1 0 0 0 0 1 0 1 0 1], 1>,
	<82, 10, 2, [0 0 0 1 0 0 0 0 0 1], 2>,
	<83, 16, 1, [0 1 0 1 1 0 1 0 0 0], 1>,
	<84, 14, 2, [0 0 0 0 0 1 1 0 0 0], 1>,
	<85, 19, 1, [1 0 1 1 0 0 1 0 0 0], 1>,
	<86, 18, 2, [0 0 0 1 0 0 0 0 0 0], 2>,
	<87, 13, 1, [0 0 0 0 0 0 0 0 1 0], 2>,
	<88, 14, 1, [0 0 0 1 0 0 1 0 0 0], 1>,
	<89, 17, 3, [1 0 0 1 0 0 1 0 0 0], 1>,
	<90, 4, 1, [0 0 0 0 0 0 0 0 1 0], 1>,
	<91, 1, 1, [0 0 0 0 0 1 0 0 0 0], 1>,
	<92, 10, 1, [1 0 0 1 0 0 0 0 0 1], 1>,
	<93, 17, 3, [0 0 0 0 0 0 0 0 1 0], 1>,
	<94, 8, 3, [0 0 0 0 1 0 0 0 0 0], 1>,
	<95, 9, 1, [0 1 0 0 0 0 0 0 0 0], 2>,
	<96, 13, 3, [0 0 1 0 0 0 0 0 0 1], 1>,
	<97, 7, 3, [0 0 0 0 0 0 0 1 0 0], 1>,
	<98, 20, 1, [0 0 0 0 0 1 0 0 0 0], 1>,
	<99, 14, 1, [0 0 0 0 0 0 1 0 0 0], 1>,
	<100, 3, 1, [0 0 0 0 0 0 0 1 0 0], 1>
};



//requests = [
//	[[0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 1],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0]],
//
//       [[0, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 1]],
//
//       [[0, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 0, 1],
//        [1, 0, 0],
//        [0, 0, 0]],
//
//       [[1, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 1, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0]],
//
//       [[1, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 1],
//        [1, 0, 0]],
//
//       [[0, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [0, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0]],
//
//       [[0, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [0, 0, 1]],
//
//       [[0, 0, 1],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0]],
//
//       [[0, 0, 1],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 1, 0]],
//
//       [[0, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 1],
//        [1, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 0, 1]],
//
//       [[0, 0, 1],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [1, 0, 0],
//        [0, 0, 1],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0]],
//
//       [[0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 1],
//        [1, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 1]],
//
//       [[0, 0, 1],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0],
//        [0, 0, 1],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [1, 0, 0]],
//
//       [[1, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 1]],
//
//       [[1, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [0, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [1, 0, 0],
//        [1, 0, 0]],
//
//       [[0, 0, 0],
//        [0, 0, 1],
//        [0, 1, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0]],
//
//       [[0, 0, 1],
//        [0, 1, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [1, 0, 0],
//        [0, 0, 1],
//        [0, 1, 0],
//        [0, 1, 0],
//        [0, 0, 0]],
//
//       [[0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 1],
//        [1, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [0, 1, 0],
//        [0, 0, 0],
//        [1, 0, 0]],
//
//       [[1, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 1],
//        [0, 0, 0],
//        [0, 0, 1]],
//
//       [[0, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [1, 0, 0],
//        [0, 0, 1],
//        [0, 0, 0],
//        [0, 0, 1],
//        [0, 1, 0],
//        [0, 0, 1],
//        [0, 0, 1]]
//];
