commutingTime = [
	[0.0,14.56,18.03,12.17,5.0,23.19,22.85,33.02,29.15,8.49,31.06,5.83,10.3,29.07,22.56,20.0,17.26,23.41,31.02,6.08,6.4,4.12,6.71,6.08,8.06,3.0,12.17],
	[14.56,0.0,25.55,20.0,12.21,31.91,25.5,39.22,31.14,8.25,37.0,14.21,10.3,35.11,32.2,20.1,23.71,26.68,38.08,9.43,19.0,15.26,8.06,16.4,17.69,17.46,20.0],
	[18.03,25.55,0.0,6.08,15.3,6.4,8.54,15.0,13.45,24.52,13.04,13.15,15.26,11.05,7.21,11.18,2.24,8.06,13.15,17.72,22.8,14.0,21.59,12.0,10.0,18.44,6.08],
	[12.17,20.0,6.08,0.0,9.22,12.08,11.4,21.02,17.49,18.44,19.0,7.07,9.9,17.0,12.21,10.77,5.1,11.66,19.24,11.7,17.46,8.06,15.52,6.08,4.12,13.0,0.0],
	[5.0,12.21,15.3,9.22,0.0,21.19,18.68,30.15,25.0,9.22,28.07,2.24,5.39,26.08,21.02,15.26,14.04,19.42,28.44,2.83,11.4,3.16,6.32,4.24,5.83,7.62,9.22],
	[23.19,31.91,6.4,12.08,21.19,0.0,12.17,10.77,14.56,30.36,9.43,18.97,21.63,7.81,2.24,16.55,8.49,11.05,8.25,23.77,27.07,19.42,27.51,17.46,15.52,23.0,12.08],
	[22.85,25.5,8.54,11.4,18.68,12.17,0.0,14.42,6.32,27.17,12.21,17.09,16.0,10.63,14.04,5.83,7.21,1.41,14.14,20.22,28.65,18.79,24.19,17.0,15.26,24.19,11.4],
	[33.02,39.22,15.0,21.02,30.15,10.77,14.42,0.0,11.66,39.32,2.24,28.07,29.12,4.12,12.53,20.25,16.12,13.04,2.83,32.39,37.48,29.0,36.35,27.0,25.0,33.24,21.02],
	[29.15,31.14,13.45,17.49,25.0,14.56,6.32,11.66,0.0,33.38,9.85,23.41,22.09,9.22,16.76,11.05,12.81,5.83,12.65,26.48,34.89,25.08,30.41,23.26,21.47,30.41,17.49],
	[8.49,8.25,24.52,18.44,9.22,30.36,27.17,39.32,33.38,0.0,37.22,11.4,11.4,35.23,30.08,22.8,23.19,28.07,37.66,7.0,11.18,11.18,3.0,13.0,14.87,10.82,18.44],
	[31.06,37.0,13.04,19.0,28.07,9.43,12.21,2.24,9.85,37.22,0.0,26.02,26.93,2.0,11.4,18.03,14.04,10.82,3.0,30.27,35.69,27.02,34.23,25.02,23.02,31.4,19.0],
	[5.83,14.21,13.15,7.07,2.24,18.97,17.09,28.07,23.41,11.4,26.02,0.0,6.0,24.02,18.79,14.21,12.0,17.72,26.31,5.0,12.04,2.24,8.54,2.24,3.61,7.81,7.07],
	[10.3,10.3,15.26,9.9,5.39,21.63,16.0,29.12,22.09,11.4,26.93,6.0,0.0,25.0,22.02,11.4,13.42,17.03,27.86,5.0,16.64,8.06,8.54,8.06,8.54,13.0,9.9],
	[29.07,35.11,11.05,17.0,26.08,7.81,10.63,4.12,9.22,35.23,2.0,24.02,25.0,0.0,9.9,16.4,12.04,9.22,3.61,28.28,33.73,25.02,32.25,23.02,21.02,29.43,17.0],
	[22.56,32.2,7.21,12.21,21.02,2.24,14.04,12.53,16.76,30.08,11.4,18.79,22.02,9.9,0.0,18.03,9.43,13.0,9.85,23.71,26.0,18.97,27.31,17.09,15.23,22.09,12.21],
	[20.0,20.1,11.18,10.77,15.26,16.55,5.83,20.25,11.05,22.8,18.03,14.21,11.4,16.4,18.03,0.0,9.06,7.21,19.85,16.16,26.25,16.28,19.92,14.87,13.6,21.93,10.77],
	[17.26,23.71,2.24,5.1,14.04,8.49,7.21,16.12,12.81,23.19,14.04,12.0,13.42,12.04,9.43,9.06,0.0,7.07,14.56,16.28,22.47,13.15,20.22,11.18,9.22,18.03,5.1],
	[23.41,26.68,8.06,11.66,19.42,11.05,1.41,13.04,5.83,28.07,10.82,17.72,17.03,9.22,13.0,7.21,7.07,0.0,12.73,21.1,29.07,19.31,25.08,17.46,15.65,24.6,11.66],
	[31.02,38.08,13.15,19.24,28.44,8.25,14.14,2.83,12.65,37.66,3.0,26.31,27.86,3.61,9.85,19.85,14.56,12.73,0.0,30.81,35.23,27.07,34.71,25.08,23.09,31.06,19.24],
	[6.08,9.43,17.72,11.7,2.83,23.77,20.22,32.39,26.48,7.0,30.27,5.0,5.0,28.28,23.71,16.16,16.28,21.1,30.81,0.0,12.08,5.83,4.0,7.07,8.6,9.06,11.7],
	[6.4,19.0,22.8,17.46,11.4,27.07,28.65,37.48,34.89,11.18,35.69,12.04,16.64,33.73,26.0,26.25,22.47,29.07,35.23,12.08,0.0,10.0,11.05,11.66,13.42,4.47,17.46],
	[4.12,15.26,14.0,8.06,3.16,19.42,18.79,29.0,25.08,11.18,27.02,2.24,8.06,25.02,18.97,16.28,13.15,19.31,27.07,5.83,10.0,0.0,8.6,2.0,4.0,5.66,8.06],
	[6.71,8.06,21.59,15.52,6.32,27.51,24.19,36.35,30.41,3.0,34.23,8.54,8.54,32.25,27.31,19.92,20.22,25.08,34.71,4.0,11.05,8.6,0.0,10.3,12.08,9.49,15.52],
	[6.08,16.4,12.0,6.08,4.24,17.46,17.0,27.0,23.26,13.0,25.02,2.24,8.06,23.02,17.09,14.87,11.18,17.46,25.08,7.07,11.66,2.0,10.3,0.0,2.0,7.21,6.08],
	[8.06,17.69,10.0,4.12,5.83,15.52,15.26,25.0,21.47,14.87,23.02,3.61,8.54,21.02,15.23,13.6,9.22,15.65,23.09,8.6,13.42,4.0,12.08,2.0,0.0,8.94,4.12],
	[3.0,17.46,18.44,13.0,7.62,23.0,24.19,33.24,30.41,10.82,31.4,7.81,13.0,29.43,22.09,21.93,18.03,24.6,31.06,9.06,4.47,5.66,9.49,7.21,8.94,0.0,13.0],
	[12.17,20.0,6.08,0.0,9.22,12.08,11.4,21.02,17.49,18.44,19.0,7.07,9.9,17.0,12.21,10.77,5.1,11.66,19.24,11.7,17.46,8.06,15.52,6.08,4.12,13.0,0.0]
];
